uuid,name,title,description,url,category,status,created_at
4235b48e-eebd-4d03-b588-2070012189f5,21st-dev-Magic-MCP,21st-dev/Magic-MCP,최고의 21st.dev 디자인 엔지니어에게서 영감을 받은 맞춤형 UI 컴포넌트 생성.,https://github.com/21st-dev/magic-mcp,developer_tools,active,NOW()
f859196d-c96c-46b4-922d-e379ae42a80a,Hypersequent-qasphere-mcp,Hypersequent/qasphere-mcp,"[QA Sphere](https://qasphere.com/) 테스트 관리 시스템과의 통합. LLM이 테스트 케이스를 발견, 요약, 상호작용할 수 있도록 하며 AI 기반 IDE에서 직접 접근 가능",https://github.com/Hypersequent/qasphere-mcp,developer_tools,active,NOW()
7ed6abd3-e303-47f2-b662-ba1bb118eb97,Coment-ML-Opik-MCP,Coment-ML/Opik-MCP,"Opik이 캡처한 LLM 관찰 가능성, 추적 및 모니터링 데이터와 자연어로 대화합니다.",https://github.com/comet-ml/opik-mcp,developer_tools,active,NOW()
41c2a814-1612-461b-830e-5558776d22db,GLips-Figma-Context-MCP,GLips/Figma-Context-MCP,코딩 에이전트가 Figma 데이터에 직접 접근하여 디자인 구현을 한 번에 완료하도록 돕습니다.,https://github.com/GLips/Figma-Context-MCP,developer_tools,active,NOW()
5c18b761-525a-496b-be87-d40f6f8cd469,QuantGeekDev-docker-mcp,QuantGeekDev/docker-mcp,MCP를 통한 Docker 컨테이너 관리 및 운영,https://github.com/QuantGeekDev/docker-mcp,developer_tools,active,NOW()
5a73e81a-9ff2-41d4-b34f-54ec21f56517,zcaceres-fetch-mcp,zcaceres/fetch-mcp,"JSON, 텍스트, HTML 데이터를 유연하게 가져오는 MCP 서버",https://github.com/zcaceres/fetch-mcp,developer_tools,active,NOW()
b50cffd0-70cd-4b13-98e4-f76eeba4f953,r-huijts-xcode-mcp-server,r-huijts/xcode-mcp-server,"프로젝트 관리, 파일 작업 및 빌드 자동화를 위한 Xcode 통합",https://github.com/r-huijts/xcode-mcp-server,developer_tools,active,NOW()
2c911ee4-4559-4e0d-ac30-12e951edeb8e,snaggle-ai-openapi-mcp-server,snaggle-ai/openapi-mcp-server,Open API 사양(v3)을 사용하여 모든 HTTP/REST API 서버 연결,https://github.com/snaggle-ai/openapi-mcp-server,developer_tools,active,NOW()
d1d89982-711b-40a3-bfe7-97ce73e707cc,jetbrains-mcpProxy,jetbrains/mcpProxy,JetBrains IDE에 연결,https://github.com/JetBrains/mcpProxy,developer_tools,active,NOW()
66a5fff8-23c0-4eba-941d-47bccdbc2bbc,tumf-mcp-text-editor,tumf/mcp-text-editor,라인 지향 텍스트 파일 편집기. 토큰 사용량을 최소화하기 위해 효율적인 부분 파일 접근으로 LLM 도구에 최적화됨.,https://github.com/tumf/mcp-text-editor,developer_tools,active,NOW()
97b84ddc-bc22-4ea6-973b-4394c0aec12e,joshuarileydev-simulator-mcp-server,@joshuarileydev/simulator-mcp-server,iOS 시뮬레이터를 제어하는 MCP 서버,https://github.com/JoshuaRileyDev/simulator-mcp-server,developer_tools,active,NOW()
b2bbc686-cde6-412d-b44b-c7ac10380220,joshuarileydev-app-store-connect-mcp-server,@joshuarileydev/app-store-connect-mcp-server,iOS 개발자를 위한 App Store Connect API와 통신하는 MCP 서버,https://github.com/JoshuaRileyDev/app-store-connect-mcp-server,developer_tools,active,NOW()
d061eb1d-2424-46c7-b2b9-ebceb9f4e5db,sammcj-mcp-package-version,@sammcj/mcp-package-version,LLM이 코드를 작성할 때 최신 안정 패키지 버전을 제안하도록 돕는 MCP 서버.,https://github.com/sammcj/mcp-package-version,developer_tools,active,NOW()
379ad359-9daf-45b2-a781-33aa5c6604bf,delano-postman-mcp-server,@delano/postman-mcp-server,[Postman API](https://www.postman.com/postman/postman-public-workspace/)와 상호 작용,https://github.com/delano/postman-mcp-server,developer_tools,active,NOW()
89a6b85a-3af2-4821-bac7-4ca7a508b676,vivekvells-mcp-pandoc,@vivekvells/mcp-pandoc,"Pandoc을 사용하여 Markdown, HTML, PDF, DOCX(.docx), csv 등 원활한 문서 형식 변환을 위한 MCP 서버.",https://github.com/vivekVells/mcp-pandoc,developer_tools,active,NOW()
3acd7643-a431-48d3-8056-766484c8dc2f,pskill9-website-downloader,@pskill9/website-downloader,이 MCP 서버는 wget을 사용하여 전체 웹사이트를 다운로드하는 도구를 제공합니다. 웹사이트 구조를 보존하고 로컬에서 작동하도록 링크를 변환합니다.,https://github.com/pskill9/website-downloader,developer_tools,active,NOW()
fe1a6fc8-c802-484e-aa5d-ee136f08b938,lamemind-mcp-server-multiverse,@lamemind/mcp-server-multiverse,동일한 MCP 서버의 여러 격리된 인스턴스가 고유한 네임스페이스와 구성으로 독립적으로 공존할 수 있도록 하는 미들웨어 서버.,https://github.com/lamemind/mcp-server-multiverse,developer_tools,active,NOW()
