uuid,name,title,description,url,category,status,created_at
d05a9fb5-bd5b-4420-85c0-ce7def8d2221,scrapeless-ai-scrapeless-mcp-server,scrapeless-ai/scrapeless-mcp-server,Scrapeless Model Context Protocol 서비스는 MCP 생태계 내에서 떠나지 않고 웹 검색을 가능하게 하는 Google SERP API에 대한 MCP 서버 커넥터 역할을 합니다.,https://github.com/scrapeless-ai/scrapeless-mcp-server,search,active,NOW()
f221a6d1-10bb-46ae-9687-17b63be5af81,modelcontextprotocol-server-brave-search,@modelcontextprotocol/server-brave-search,Brave의 검색 API를 사용한 웹 검색 기능,https://github.com/modelcontextprotocol/servers/tree/main/src/brave-search,search,active,NOW()
12ddae81-b957-46ab-8c82-2bcfdea9c913,angheljf-nyt,@angheljf/nyt,NYTimes API를 사용하여 기사 검색,https://github.com/angheljf/nyt,search,active,NOW()
55ec36b6-bfc5-4fa9-9fef-432dee621f03,modelcontextprotocol-server-fetch,@modelcontextprotocol/server-fetch,AI 소비를 위한 효율적인 웹 콘텐츠 가져오기 및 처리,https://github.com/modelcontextprotocol/servers/tree/main/src/fetch,search,active,NOW()
fa8ad332-8bac-4669-a68f-287581b71003,ac3xx-mcp-servers-kagi,ac3xx/mcp-servers-kagi,Kagi 검색 API 통합,https://github.com/ac3xx/mcp-servers-kagi,search,active,NOW()
91ae612e-d1e5-4132-9a0e-62aebb8ea737,exa-labs-exa-mcp-server,exa-labs/exa-mcp-server,– 모델 컨텍스트 프로토콜(MCP) 서버는 Claude와 같은 AI 어시스턴트가 웹 검색을 위해 Exa AI 검색 API를 사용할 수 있게 합니다. 이 설정은 AI 모델이 안전하고 통제된 방식으로 실시간 웹 정보를 얻을 수 있도록 합니다.,https://github.com/exa-labs/exa-mcp-server,search,active,NOW()
3f859646-0847-4be7-aa78-0c17ce84b7ca,fatwang2-search1api-mcp,fatwang2/search1api-mcp,search1api를 통한 검색 (유료 API 키 필요),https://github.com/fatwang2/search1api-mcp,search,active,NOW()
4f0115ba-37b0-401c-a789-eecd18b1acc3,Tomatio13-mcp-server-tavily,Tomatio13/mcp-server-tavily,– Tavily AI 검색 API,https://github.com/Tomatio13/mcp-server-tavily,search,active,NOW()
087c6112-1b38-4799-8e9b-25aa2d119193,kshern-mcp-tavily,kshern/mcp-tavily,– Tavily AI 검색 API,https://github.com/kshern/mcp-tavily.git,search,active,NOW()
b9d75aa3-55a1-43c2-bda5-f6c3a2a71ae4,blazickjp-arxiv-mcp-server,blazickjp/arxiv-mcp-server,ArXiv 연구 논문 검색,https://github.com/blazickjp/arxiv-mcp-server,search,active,NOW()
74593a19-cf8b-4455-9c73-40141175d690,mzxrai-mcp-webresearch,mzxrai/mcp-webresearch,Google 검색 및 모든 주제에 대한 심층 웹 리서치 수행,https://github.com/mzxrai/mcp-webresearch,search,active,NOW()
