uuid,name,title,description,url,category,status,created_at
a154bcfa-80e0-4498-afae-9318940d08c4,modelcontextprotocol-server-memory,@modelcontextprotocol/server-memory,컨텍스트 유지를 위한 지식 그래프 기반 영구 메모리 시스템,https://github.com/modelcontextprotocol/servers/tree/main/src/memory,knowledge_memory,active,NOW()
c5ee9ef3-cfd9-436b-ae5b-c2c0dcf99ff1,-CheMiguel23-MemoryMesh,/CheMiguel23/MemoryMesh,AI 역할극 및 스토리 생성에 중점을 둔 향상된 그래프 기반 메모리,https://github.com/CheMiguel23/MemoryMesh,knowledge_memory,active,NOW()
541a9b3c-9727-4726-ac77-c88f04e84b89,-topoteretes-cognee,/topoteretes/cognee,다양한 그래프 및 벡터 저장소를 사용하고 30개 이상의 데이터 소스에서 수집을 허용하는 AI 앱 및 에이전트용 메모리 관리자,https://github.com/topoteretes/cognee/tree/dev/cognee-mcp,knowledge_memory,active,NOW()
6062f15d-ad5e-453b-a1b4-6d682916e1aa,hannesrudolph-mcp-ragdocs,@hannesrudolph/mcp-ragdocs,"벡터 검색을 통해 문서를 검색하고 처리하는 도구를 제공하는 MCP 서버 구현으로, AI 어시스턴트가 관련 문서 컨텍스트로 응답을 보강할 수 있도록 지원합니다.",https://github.com/hannesrudolph/mcp-ragdocs,knowledge_memory,active,NOW()
3416f3bd-b9c9-4587-8554-0f02c1b7ae5a,jinzcdev-markmap-mcp-server,jinzcdev/markmap-mcp-server,"[markmap](https://github.com/markmap/markmap)을 기반으로 구축된 MCP 서버로, **Markdown**을 대화형 **마인드맵**으로 변환합니다. 다양한 형식(PNG/JPG/SVG) 내보내기, 브라우저 실시간 미리보기, 원클릭 Markdown 복사 및 동적 시각화 기능을 지원합니다.",https://github.com/jinzcdev/markmap-mcp-server,knowledge_memory,active,NOW()
3842934f-affd-4e81-939d-77dffe60f591,kaliaboi-mcp-zotero,@kaliaboi/mcp-zotero,LLM이 Zotero 클라우드의 컬렉션 및 소스와 함께 작업할 수 있도록 하는 커넥터,https://github.com/kaliaboi/mcp-zotero,knowledge_memory,active,NOW()
b34aa7d1-afff-4eb5-864c-6033c4d60228,mcp-summarizer,mcp-summarizer,"AI 요약 MCP 서버, 여러 콘텐츠 유형 지원: 일반 텍스트, 웹 페이지, PDF 문서, EPUB 책, HTML 콘텐츠",https://github.com/0xshellming/mcp-summarizer,knowledge_memory,active,NOW()
95c4bccd-00fc-4b3d-a6ee-f373a6fb7542,graphlit-mcp-server,graphlit-mcp-server,"Slack, Discord, 웹사이트, Google Drive, Linear 또는 GitHub에서 무엇이든 Graphlit 프로젝트로 수집한 다음 Cursor, Windsurf 또는 Cline과 같은 MCP 클라이언트 내에서 관련 지식을 검색하고 검색합니다.",https://github.com/graphlit/graphlit-mcp-server,knowledge_memory,active,NOW()
79f70a91-b9b3-4e27-8554-4cd1e0d55275,mem0ai-mem0-mcp,@mem0ai/mem0-mcp,"코딩 선호도 및 패턴 관리를 돕는 Mem0용 모델 컨텍스트 프로토콜 서버로, Cursor 및 Windsurf와 같은 IDE에서 코드 구현, 모범 사례 및 기술 문서를 저장, 검색 및 의미론적으로 처리하는 도구를 제공합니다.",https://github.com/mem0ai/mem0-mcp,knowledge_memory,active,NOW()
084aa084-ecca-4bdc-a79f-e40ac98ffa21,ragieai-mcp-server,@ragieai/mcp-server,"Google Drive, Notion, JIRA 등과 같은 통합 서비스에 연결된 [Ragie](https://www.ragie.ai) (RAG) 지식 베이스에서 컨텍스트를 검색합니다.",https://github.com/ragieai/ragie-mcp-server,knowledge_memory,active,NOW()
