uuid,name,title,description,url,category,status,created_at
fbe07ea1-8cb1-4f9a-a034-0cccf8e51596,zcaceres-gtasks-mcp,zcaceres/gtasks-mcp,Google Tasks를 관리하기 위한 MCP 서버,https://github.com/zcaceres/gtasks-mcp,communication,active,NOW()
06c0cfa2-3368-4ab8-9957-d3fbc6743bc7,hannesrudolph-imessage-query-fastmcp-mcp-server,hannesrudolph/imessage-query-fastmcp-mcp-server,모델 컨텍스트 프로토콜(MCP)을 통해 iMessage 데이터베이스에 안전하게 접근할 수 있게 하는 MCP 서버. LLM이 적절한 전화번호 유효성 검사 및 첨부 파일 처리로 iMessage 대화를 쿼리하고 분석할 수 있도록 지원합니다.,https://github.com/hannesrudolph/imessage-query-fastmcp-mcp-server,communication,active,NOW()
7cf98082-49d8-4822-b5c4-296b1871fc59,modelcontextprotocol-server-slack,@modelcontextprotocol/server-slack,채널 관리 및 메시징을 위한 Slack 워크스페이스 통합,https://github.com/modelcontextprotocol/servers/tree/main/src/slack,communication,active,NOW()
e1fe8b21-18fc-4789-b5d8-a41d040245f3,keturiosakys-bluesky-context-server,@keturiosakys/bluesky-context-server,쿼리 및 상호 작용을 위한 Bluesky 인스턴스 통합,https://github.com/keturiosakys/bluesky-context-server,communication,active,NOW()
3d728747-3659-40c0-90e0-7d70e68f272f,MarkusPfundstein-mcp-gsuite,MarkusPfundstein/mcp-gsuite,Gmail 및 Google Calendar와의 통합.,https://github.com/MarkusPfundstein/mcp-gsuite,communication,active,NOW()
ac0821e1-56c9-4fed-9092-e91916c82a97,adhikasp-mcp-twikit,adhikasp/mcp-twikit,트위터 검색 및 타임라인과 상호 작용,https://github.com/adhikasp/mcp-twikit,communication,active,NOW()
d4b5d9b0-875e-4bc6-bd72-442f745ca00a,gotoolkits-wecombot,gotoolkits/wecombot,WeCom 그룹 로봇에게 다양한 유형의 메시지를 보내는 MCP 서버 애플리케이션.,https://github.com/gotoolkits/mcp-wecombot-server.git,communication,active,NOW()
a4014e88-8a5d-44e3-8fab-efdea022f287,AbdelStark-nostr-mcp,AbdelStark/nostr-mcp,Nostr과 상호 작용하여 노트 게시 등을 할 수 있는 Nostr MCP 서버.,https://github.com/AbdelStark/nostr-mcp,communication,active,NOW()
ba78d847-feb6-47b0-84ac-96fa5401c7c5,elie222-inbox-zero,elie222/inbox-zero,Inbox Zero를 위한 MCP 서버. 답장해야 할 이메일이나 후속 조치가 필요한 이메일을 찾는 등 Gmail 위에 기능을 추가합니다.,https://github.com/elie222/inbox-zero/tree/main/apps/mcp-server,communication,active,NOW()
bb002b49-a4e3-45a2-8585-c28d128085ca,carterlasalle-mac_messages_mcp,carterlasalle/mac_messages_mcp,"모델 컨텍스트 프로토콜(MCP)을 통해 iMessage 데이터베이스와 안전하게 인터페이스하는 MCP 서버로, LLM이 iMessage 대화를 쿼리하고 분석할 수 있게 합니다. 강력한 전화번호 유효성 검사, 첨부 파일 처리, 연락처 관리, 그룹 채팅 처리 및 메시지 송수신 전체 지원을 포함합니다.",https://github.com/carterlasalle/mac_messages_mcp,communication,active,NOW()
53cff2a4-fe78-4e66-9a74-ebc6ff91424e,line-line-bot-mcp-server,line/line-bot-mcp-server,LINE 공식 계정을 통합하는 MCP 서버,https://github.com/line/line-bot-mcp-server,communication,active,NOW()
d644f2c2-cdce-4441-aa88-6abbeac13045,sawa-zen-vrchat-mcp,sawa-zen/vrchat-mcp,"VRChat API와 상호 작용하기 위한 MCP 서버입니다. VRChat에서 친구, 월드, 아바타 등에 대한 정보를 검색할 수 있습니다.",https://github.com/sawa-zen/vrchat-mcp,communication,active,NOW()
5059c1f7-217d-4d1f-b12f-a49fa0d81d7b,arpitbatra123-mcp-googletasks,arpitbatra123/mcp-googletasks,Google Tasks API와 인터페이스하기 위한 MCP 서버,https://github.com/arpitbatra123/mcp-googletasks,communication,active,NOW()
3b91be33-f271-4626-b2e5-433bc9ed8ca4,YCloud-Developers-ycloud-whatsapp-mcp-server,YCloud-Developers/ycloud-whatsapp-mcp-server,YCloud 플랫폼을 통해 WhatsApp 비즈니스 메시지를 발송하는 MCP 서버입니다.,https://github.com/YCloud-Developers/ycloud-whatsapp-mcp-server,communication,active,NOW()
aefe823d-50d3-41bb-8d83-635a969a0540,jaipandya-producthunt-mcp-server,jaipandya/producthunt-mcp-server,"Product Hunt을 위한 MCP 서버. 트렌딩 게시물, 댓글, 컬렉션, 사용자 등과 상호 작용할 수 있습니다.",https://github.com/jaipandya/producthunt-mcp-server,communication,active,NOW()
