uuid,name,title,description,url,category,status,created_at
531a9355-1ec2-4583-8b34-feda3ccf5c55,qiniu-qiniu-mcp-server,qiniu/qiniu-mcp-server,"치니우안(七牛云) 제품으로 구축된 MCP는 치니우안 스토리지, 지능형 멀티미디어 서비스 등에 접근할 수 있습니다.",https://github.com/qiniu/qiniu-mcp-server,cloud_platforms,active,NOW()
532ea84e-781d-4f39-b04b-26c7cd19627e,Cloudflare MCP 서버,Cloudflare MCP 서버,"Workers, KV, R2 및 D1을 포함한 Cloudflare 서비스와의 통합",https://github.com/cloudflare/mcp-server-cloudflare,cloud_platforms,active,NOW()
48ed4c5a-9aea-4104-a90e-cd4068fbfd9a,alexbakers-mcp-ipfs,alexbakers/mcp-ipfs,IPFS 스토리지 업로드 및 조작,https://github.com/alexbakers/mcp-ipfs,cloud_platforms,active,NOW()
d1f98343-55a2-4e85-832b-4a2f2765b196,alexei-led-aws-mcp-server,alexei-led/aws-mcp-server,"AI 어시스턴트가 AWS CLI 명령을 실행하고, 유닉스 파이프를 사용하며, 안전한 Docker 환경에서 일반적인 AWS 작업을 위한 프롬프트 템플릿을 멀티 아키텍처 지원으로 적용할 수 있게 하는 가볍지만 강력한 서버",https://github.com/alexei-led/aws-mcp-server,cloud_platforms,active,NOW()
07282b28-a459-4bc2-bc33-8c159656ade6,aliyun-alibaba-cloud-ops-mcp-server,aliyun/alibaba-cloud-ops-mcp-server,"알리바바 클라우드에서 AI 어시스턴트가 리소스를 운영하고 관리할 수 있게 해주는 MCP 서버로, ECS, 클라우드 모니터링, OOS 및 기타 널리 사용되는 클라우드 제품들을 지원합니다.",https://github.com/aliyun/alibaba-cloud-ops-mcp-server,cloud_platforms,active,NOW()
cd2d951c-f509-4784-803f-dbeb6bbc2740,Kubernetes MCP 서버,Kubernetes MCP 서버,/🏠 MCP를 통한 쿠버네티스 클러스터 운영,https://github.com/strowk/mcp-k8s-go,cloud_platforms,active,NOW()
b0b4112b-6e71-4b46-9b61-b9b82afd609e,flux159-mcp-server-kubernetes,@flux159/mcp-server-kubernetes,"/🏠 파드, 디플로이먼트, 서비스를 위한 쿠버네티스 클러스터 운영의 타입스크립트 구현",https://github.com/Flux159/mcp-server-kubernetes,cloud_platforms,active,NOW()
d4e566da-0336-46a8-9209-15505bd39a88,manusa-Kubernetes MCP 서버,@manusa/Kubernetes MCP 서버,"OpenShift를 추가로 지원하는 강력한 쿠버네티스 MCP 서버. **모든** 쿠버네티스 리소스에 대한 CRUD 작업을 제공하는 것 외에도, 이 서버는 클러스터와 상호 작용하기 위한 전문 도구를 제공합니다.",https://github.com/manusa/kubernetes-mcp-server,cloud_platforms,active,NOW()
4bc08a47-f88c-49a2-88b3-0344161ae3a3,wenhuwang-mcp-k8s-eye,wenhuwang/mcp-k8s-eye,"/🏠 쿠버네티스 관리 및 클러스터, 애플리케이션 상태 분석을 위한 MCP 서버",https://github.com/wenhuwang/mcp-k8s-eye,cloud_platforms,active,NOW()
a1ff52ef-0d21-47ff-9ecc-7cc8983e8a68,johnneerdael-netskope-mcp,johnneerdael/netskope-mcp,Netskope Private Access 환경 내의 모든 Netskope Private Access 구성 요소에 대한 접근을 제공하는 MCP. 자세한 설정 정보와 사용법에 대한 LLM 예제 포함.,https://github.com/johnneerdael/netskope-mcp,cloud_platforms,active,NOW()
97755fe3-5864-487f-a3fb-fa3c07d8a4c0,nwiizo-tfmcp,nwiizo/tfmcp,"AI 어시스턴트가 Terraform 환경을 관리하고 운영할 수 있게 하는 Terraform MCP 서버. 구성 읽기, 계획 분석, 구성 적용 및 Terraform 상태 관리를 가능하게 합니다.",https://github.com/nwiizo/tfmcp,cloud_platforms,active,NOW()
7551fed4-fd67-4fd9-ac73-ef3ab47c91af,silenceper-mcp-k8s,silenceper/mcp-k8s,"/🏠 MCP-K8S는 AI 기반 Kubernetes 리소스 관리 도구로, 자연어 상호작용을 통해 사용자가 Kubernetes 클러스터의 모든 리소스(네이티브 리소스(예: Deployment, Service) 및 사용자 정의 리소스(CRD) 포함)를 운영할 수 있게 합니다. 복잡한 명령어를 외울 필요 없이 요구사항만 설명하면 AI가 해당 클러스터 작업을 정확하게 실행하여 Kubernetes의 사용성을 크게 향상시킵니다.",https://github.com/silenceper/mcp-k8s,cloud_platforms,active,NOW()
